POST_CODE,CITY_CODE,CITY_NAME,PROV_CODE,ZONE_CODE,COMP_NAME,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY
T5B3N9,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5B3P1,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5B3P2,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5B3P3,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5B3P4,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5B3P5,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5B3P6,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5B3P7,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5B3P8,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5B3P9,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5B3R1,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5B3R2,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5B3R3,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5B3R4,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5B3R5,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5B3R6,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5B3R7,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5B3R8,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5B3R9,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5B3S1,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5B3S2,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5B3S3,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5B3S4,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5B3S5,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5B3S6,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5B3S7,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5B3S8,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5B3S9,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5B3T1,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5B3T2,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5B3T3,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5B3T4,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5B3T5,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5B3T6,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5B3T7,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5B3T8,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5B3T9,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5B3V1,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5B3V2,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5B3V3,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5B3V4,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5B3V5,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5B3V6,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5B3V7,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5B3V8,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5B3V9,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5B3W1,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5B3W2,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5B3W3,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5B3W4,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5B3W5,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5B3W6,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5B3W7,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5B3W8,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5B3W9,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5B3X1,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5B3X2,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5B3X3,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5B3X4,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5B3X5,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5B3X6,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5B3X7,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5B3X8,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5B3X9,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5B3Y1,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5B3Y2,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5B3Y3,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5B3Y4,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5B3Y5,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5B3Y6,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3G1,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3G2,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3G3,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3G4,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3G5,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3G6,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3G7,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3G8,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3G9,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3H1,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3H2,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3H3,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3H4,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3H5,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3H6,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3H7,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3H8,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3H9,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3J1,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3J2,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3J3,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3J4,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3J5,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3J6,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3J7,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3J8,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3J9,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3K1,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3K2,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3K3,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3K4,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3K6,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3K7,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3K8,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3K9,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3L1,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3L2,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3L3,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3L4,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3L5,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3L6,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3L7,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3L8,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3M1,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3M2,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3M3,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3M4,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3M5,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3M6,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3M7,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3M8,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3M9,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3N2,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3N3,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3N4,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3N5,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3N6,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3N7,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3N8,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3N9,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3P1,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3P2,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3P4,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3P5,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3P7,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3P9,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3R2,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3R3,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3R4,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3R5,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3R6,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3R7,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3R8,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3R9,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3S1,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3S2,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3S3,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3S4,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3S5,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3S6,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3S8,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3S9,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3T2,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3T3,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3T4,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3T5,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3T6,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3T7,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3T8,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3V1,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3V2,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3V3,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3V4,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3V5,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3V6,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3V8,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3V9,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3W1,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3W3,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3W4,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3W6,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3W7,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3W9,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3X1,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3X2,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3X3,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3X4,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3Y1,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3Y2,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3Y3,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3Y5,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3Y6,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3Y7,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3Y8,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3Z2,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3Z3,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3Z5,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3Z6,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3Z7,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3Z8,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H3Z9,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H4A1,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H4A3,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H4A4,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H4A5,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H4A7,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H4A8,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H4A9,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H4B1,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H4B2,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H4B3,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H4B4,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H4B5,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H4B6,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H4B7,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H4B8,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H4B9,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H4C1,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H4C2,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H4C3,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H4C4,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H4C6,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H4C7,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H4C8,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H4C9,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H4E1,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H4E2,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H4E3,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H4E4,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H4E5,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H4E6,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H4E7,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H4E8,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H4E9,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H4G1,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H4G2,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H4G3,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H4G4,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H4G5,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H4G7,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H4G8,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H4G9,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H4H1,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H4H2,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H4H3,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H4H6,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H4H7,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H4H8,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H4H9,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H4J1,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H4J2,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H4J3,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H4J4,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H4J5,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H4J6,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H4J7,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H4J8,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H4J9,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H4K1,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H4K3,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H4K4,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H4K6,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H4K7,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H4K8,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H4K9,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H4L1,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H4L3,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H4L4,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H4L5,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H4L6,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H4L7,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H4L8,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H4L9,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H4M1,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H4M2,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5H4M3,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5P0C2,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5P0C3,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5P0C4,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5P0C5,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5P0C6,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5P0C7,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5P0C8,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5P0C9,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5P0E1,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5P0E2,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5P0E3,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
