POST_CODE,CITY_CODE,CITY_NAME,PROV_CODE,ZONE_CODE,COMP_NAME,SUNDAY,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY
T5K1G5,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1G8,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1H5,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1H6,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1H8,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1H9,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1J2,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1J3,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1J4,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1J5,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1J6,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1J7,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1J8,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1K1,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1K2,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1K3,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1K4,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1K6,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1K8,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1K9,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1L2,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1L3,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1L4,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1L5,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1L6,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1L7,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1L8,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1L9,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1M1,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1M4,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1M7,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1M9,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1N1,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1N2,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1N3,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1N4,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1N6,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1N7,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1N8,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1N9,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1P1,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1P2,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1P3,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1P4,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1P5,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1P6,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1P7,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1P8,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1P9,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1R1,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1R2,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1R3,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1R4,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1R5,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1R6,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1R7,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1R8,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1R9,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1S1,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1S2,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1S3,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1S4,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1S5,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1S6,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1S7,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1S8,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1S9,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1T1,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1T2,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1T3,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1T4,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1T5,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1T6,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1T7,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1T8,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1T9,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1V1,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1V3,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1V4,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1V5,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1V6,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1V7,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1V8,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1V9,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1W1,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1W2,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1W3,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1W4,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1W5,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1W6,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1W7,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1W8,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1X2,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1X3,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1X4,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1X5,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1X7,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1X8,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1X9,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1Y3,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1Y4,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1Y5,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1Y6,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1Y7,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1Y8,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1Y9,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1Z1,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1Z2,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1Z3,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1Z4,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1Z5,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1Z6,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K1Z8,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K2A1,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K2A2,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K2A3,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K2A4,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K2A5,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K2A6,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K2A7,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K2A8,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K2A9,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K2B1,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K2B2,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K2B4,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K2B5,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K2B6,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K2B7,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K2C1,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K2C3,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K2C9,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K2E4,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K2E5,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K2E7,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K2E8,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K2E9,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K2G2,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K2G3,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K2G4,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K2G5,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K2G6,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K2G8,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K2H1,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K2H2,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K2H3,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K2H4,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K2H5,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K2H6,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K2H8,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K2J1,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K2J2,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K2J3,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K2J4,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K2J5,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K2J6,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K2J7,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K2J8,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K2J9,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K2K1,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K2K2,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K2K3,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K2K4,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K2K6,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K2K7,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K2K8,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K2K9,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K2L1,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K2L2,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T5K2L3,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2C4,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2C5,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2C6,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2C7,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2C8,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2C9,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2E1,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2E2,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2E3,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2E4,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2E5,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2E6,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2E7,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2E8,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2E9,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2G1,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2G2,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2G3,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2G4,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2G5,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2G6,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2G7,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2G8,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2G9,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2H1,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2H2,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2H3,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2H4,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2H5,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2H6,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2H8,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2H9,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2J1,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2J2,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2J4,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2J5,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2J6,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2J7,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2J9,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2K1,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2K2,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2K3,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2K4,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2K5,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2K6,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2K7,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2K8,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2K9,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2L1,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2L2,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2L3,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2L4,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2L5,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2L6,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2L7,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2L8,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2L9,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2M1,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2M2,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2M3,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2M4,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2M5,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2M6,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2M7,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2M8,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2M9,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2N1,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2N2,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2N3,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2N4,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2N5,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2N6,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2N7,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2N8,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2N9,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2P1,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2P2,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2P3,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2P4,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2P5,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2P6,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2P7,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2P8,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2P9,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2R1,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2R2,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2R3,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2R4,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2R5,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2R6,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2R7,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2R8,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2R9,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2S1,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2S2,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2S3,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2S4,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2S5,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2S6,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2S7,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2S8,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2S9,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2T1,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2T2,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2T3,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2T4,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2T5,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
T6H2T6,EDMONTON,Edmonton,AB,A,Total Ecom-Edmonton,,,X,X,X,X,X
